"Impact","CVE Identifier","TITLE","TYPE","PUBLISHED","UPDATED"
"Critical","CVE-2021-21991, CVE-2021-21992, CVE-2021-21993, CVE-2021-22005, CVE-2021-22006, CVE-2021-22007, CVE-2021-22008, CVE-2021-22009, CVE-2021-22010, CVE-2021-22011, CVE-2021-22012, CVE-2021-22013, CVE-2021-22014, CVE-2021-22015, CVE-2021-22016, CVE-2021-22017, CVE-2021-22018, CVE-2021-22019, CVE-2021-22020, CVE-2021-21974, CVE-2021-21985, CVE-2021-21986, CVE-2021-21994, CVE-2021-21995, CVE-2021-21538, CVE-2021-21539, CVE-2021-21540, CVE-2021-21541, CVE-2021-21542, CVE-2021-20225, CVE-2021-21543, CVE-2021-21544, CVE-2021-21510, CVE-2021-2388, CVE-2021-2369, CVE-2021-2432, CVE-2021-2341, CVE-2021-2161, CVE-2021-2163, CVE-2020-25632, CVE-2020-25647, CVE-2020-27749, CVE-2020-27779, CVE-2020-14372, CVE-2021-20233, CVE-2020-14803, CVE-2020-8764, CVE-2020-8738, CVE-2020-8740, CVE-2020-8739, CVE-2020-8674, CVE-2020-8738, CVE-2020-8740, CVE-2020-8739, CVE-2020-0587, CVE-2020-0588, CVE-2020-0590, CVE-2020-0591, CVE-2020-0592, CVE-2020-0593, CVE-2020-8705, CVE-2020-8755, CVE-2020-8696, CVE-2020-3999","DSA-2021-203: Dell EMC Integrated Data Protection Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","05 Oct 2021","05 Oct 2021"
"High","","DSA-2021-134: Dell EMC Unisphere for PowerMax, Dell EMC Unisphere for PowerMax Virtual Appliance, Dell EMC Solutions Enabler Virtual Appliance, and Dell EMC PowerMax Embedded Management Security Update for Multiple Third-party Component Vulnerabilities","Advisory","14 Jul 2021","04 Oct 2021"
"High","CVE-2020-5367, CVE-2020-5345","DSA-2020-065: Dell EMC Unisphere for PowerMax, Dell EMC Unisphere for PowerMax Virtual Appliance, and Dell EMC PowerMax Embedded Management Update for Multiple Vulnerabilities","Advisory","18 Jun 2020","04 Oct 2021"
"Critical","CVE-2016-5636, CVE-2016-6321, CVE-2018-1060, CVE-2018-1061","DSA-2021-168: Dell EMC VNXe3200 Operating Environment Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","02 Sep 2021","01 Oct 2021"
"High","CVE-2020-0518, CVE-2020-0521, CVE-2020-0544, CVE-2020-8678, CVE-2020-12361, CVE-2020-12362, CVE-2020-12363, CVE-2020-12364, CVE-2020- 12365, CVE-2020-12366, CVE-2020-12367, CVE-2020-12368, CVE-2020-12369, CVE-2020-12370, CVE-2020-12371, CVE-2020-12372, CVE-2020-12373, CVE-2020- 12384, CVE-2020-12385, CVE-2020-12386, CVE-2020-24448, CVE-2020-24450","DSA-2021-028: Dell Client Platform Security Update Security Advisory  for Intel Graphics Driver Vulnerabilities","Advisory","05 Feb 2021","30 Sep 2021"
"Critical","CVE-2021-36301, CVE-2021-36300, CVE-2021-36299, CVE-2021-22020, CVE-2021-22019, CVE-2021-22015, CVE-2021-22014, CVE-2021-22010, CVE-2021-22009, CVE-2021-22008, CVE-2021-22007, CVE-2021-22006, CVE-2021-22005, CVE-2021-21995, CVE-2021-21994, CVE-2021-21993, CVE-2021-21992, CVE-2021-21991, CVE-2021-21581, CVE-2021-21580, CVE-2021-21579, CVE-2021-21578, CVE-2021-21577, CVE-2021-21576, CVE-2021-20235, CVE-2020-12360, CVE-2020-12357, CVE-1999-0520, CVE-1999-0519, CVE-1999-0517","DSA-2021-198: Dell EMC PowerFlex rack Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","24 Sep 2021","30 Sep 2021"
"Critical","CVE-1999-0519, CVE-1999-0520, CVE-1999-0517, CVE-2021-36300, CVE-2021-36301, CVE-2021-21994, CVE-2021-21995, CVE-2021-21581, CVE-2021-21580, CVE-2021-21579, CVE-2021-21578, CVE-2021-21577, CVE-2021-21576, CVE-2021-21993, CVE-2021-22006, CVE-2021-22014, CVE-2021-22015, CVE-2021-22007, CVE-2021-22019, CVE-2021-22009, CVE-2021-22010, CVE-2021-22020, CVE-2021-22008, CVE-2021-36299, CVE-2021-20235, CVE-2021-22005, CVE-2021-21991, CVE-2021-21992","DSA-2021-197: Dell EMC PowerFlex Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","23 Sep 2021","30 Sep 2021"
"Critical","See Advisory.","DSA-2021-187: Dell EMC SRM and Dell EMC Storage Monitoring and Reporting (SMR) Security Update for Multiple Third-Party Vulnerabilities","Advisory","16 Sep 2021","29 Sep 2021"
"Critical","CVE-2020-26197, CVE-2021-21502, CVE-2021-21526","DSA-2021-048: Dell PowerScale OneFS Security Update for Multiple Vulnerabilities","Advisory","12 Apr 2021","28 Sep 2021"
"High","CVE-2021-3711, CVE-2021-3712","DSA-2021-188: Dell Wyse ThinOS Security Update for Multiple Vulnerabilities","Advisory","16 Sep 2021","28 Sep 2021"
"Critical","CVE-2020-26945, CVE-2021-22113, CVE-2021-27568, CVE-2020-28472, CVE-2021-33587, CVE-2021-32640, CVE-2020-36048, CVE-2020-28469, CVE-2021-33502, CVE-2021-23343, CVE-2021-23382, CVE-2021-23368, CVE-2020-36049, CVE-2021-27292, CVE-2020-7793, CVE-2020-7733, CVE-2021-36090, CVE-2021-35517, CVE-2021-35516, CVE-2021-35515, CVE-2021-28170, CVE-2020-7219, CVE-2021-34558, CVE-2021-33198, CVE-2021-33197, CVE-2021-33196, CVE-2021-33195, CVE-2021-33194, CVE-2021-31525, CVE-2021-27919, CVE-2021-27918, CVE-2021-3121, CVE-2020-29652, CVE-2020-29511, CVE-2020-29510, CVE-2020-29509, CVE-2020-28852, CVE-2020-28851, CVE-2021-33560, CVE-2021-33910, CVE-2021-21334, CVE-2021-32760, CVE-2021-33503, CVE-2021-25214, CVE-2021-25215, CVE-2021-25216, CVE-2021-25217, CVE-2021-31535, CVE-2020-0429, CVE-2021-3659, CVE-2018-14681, CVE-2016-10228, CVE-2020-27618, CVE-2020-29562, CVE-2020-29573, CVE-2021-35942, CVE-2021-3426, CVE-2020-24489, CVE-2020-24511, CVE-2020-24512, CVE-2020-24513, CVE-2021-3560, CVE-2021-3541, CVE-2021-3580, CVE-2020-17541, CVE-2020-14343, CVE-2021-32027, CVE-2021-32028, CVE-2020-35512, CVE-2021-2163, CVE-2021-32027, CVE-2021-32028, CVE-2021-32029, CVE-2021-22925, CVE-2021-38185, CVE-2019-20387, CVE-2021-3200, CVE-2021-3156","DSA-2021-181: Dell EMC PowerProtect Data Manager Update for Multiple Security Vulnerabilities","Advisory","27 Sep 2021","27 Sep 2021"
"High","CVE-2021-21522, CVE-2021-36283, CVE-2021-36284, CVE-2021-36285","DSA-2021-156: Dell Client Security Update for Multiple Vulnerabilities","Advisory","14 Sep 2021","27 Sep 2021"
"High","CVE-2021-36309","DSA-2021-190: Dell Enterprise SONiC OS Security Update for an Information Disclosure Vulnerability","Advisory","20 Sep 2021","23 Sep 2021"
"Critical","See Advisory","DSA-2021-185: Dell EMC Unisphere for PowerMax, Dell EMC Unisphere for PowerMax Virtual Appliance, Dell EMC Solutions Enabler Virtual Appliance and Dell EMC PowerMax Embedded Management Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","30 Aug 2021","21 Sep 2021"
"Medium","CVE-2021-0104","DSA-2021-117: Dell Client Platform Security Updates for Intel® Rapid Storage Technology Vulnerability","Advisory","03 Jun 2021","20 Sep 2021"
"High","CVE-2021-36298","DSA-2021-172: Dell Isilon InsightIQ Security Update for a Proprietary Component Vulnerability","Advisory","17 Sep 2021","17 Sep 2021"
"High","CVE-2021-3711, CVE-2021-3712","DSA-2021-186: PowerPath Windows Security Update for OpenSSL_Configuration Utility Vulnerabilities","Advisory","15 Sep 2021","16 Sep 2021"
"High","CVE-2021-21571, CVE-2021-21572, CVE-2021-21573, CVE-2021-21574","DSA-2021-106: Dell Client Platform Security Update for Multiple Vulnerabilities in the BIOSConnect and HTTPS Boot features as part of the Dell Client BIOS","Advisory","18 Jun 2021","15 Sep 2021"
"Medium","CVE-2019-14553","DSA-2021-176: Dell PowerEdge Server BIOS EDK II Vulnerability","Advisory","07 Sep 2021","13 Sep 2021"
"N/A","The CVE IDs are listed in the table below.","Connectivity Cisco-MDS: Intel Vulnerabilities","Informational","23 Jun 2021","09 Sep 2021"
"High","CVE-2020-24513, CVE-2020-24511, CVE-2020-24512, CVE-2020-12358, CVE-2020-12359, CVE-2020-12360, CVE-2020-24486, CVE-2020-24506, CVE-2020-24489, CVE-2020-24507, CVE-2020-8704, CVE-2020-8703, CVE-2020-8670","DSA-2021-116: Dell Client Platform Security Update for Intel Platform Updates (2021.1) – BIOS – June 2021","Advisory","03 Jun 2021","07 Sep 2021"
"Medium","CVE-2021-21600, CVE-2021-24122, CVE-2020-1935, CVE-2020-1971","DSA-2021-125: Dell EMC NetWorker Security Update for Multiple Vulnerabilities","Advisory","16 Jul 2021","02 Sep 2021"
"Medium","CVE-2021-21569, CVE-2021-21570","DSA-2021-124: Dell EMC NetWorker Security Update for Multiple Vulnerabilities","Advisory","10 Jun 2021","02 Sep 2021"
"Medium","CVE-2020-25082","DSA-2021-161: Dell PowerEdge Server Security Update for a Trusted Platform Module (TPM) 2.0 Firmware Vulnerability","Advisory","06 Aug 2021","01 Sep 2021"
"Critical","CVE-2021-21564, CVE-2021-21584, CVE-2021-21585, CVE-2021-21596","DSA-2021-145: Dell OpenManage Enterprise Security Update for Multiple Vulnerabilities within the Dell Integrated Solution for Microsoft Azure Stack Hub environment","Advisory","15 Jul 2021","30 Aug 2021"
"High","CVE-2021-35942, CVE-2020-36385, CVE-2020-12049, CVE-2016-10228","DSA-2021-174:  Dell EMC VxRail Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","26 Aug 2021","26 Aug 2021"
"Medium","CVE-2020-24586, CVE-2020-24587, CVE-2020-24588","DSA-2021-100: Dell Client Platform Security Update for Intel PROSet/Wireless WiFi and Intel vPro CSME WiFi Vulnerabilities","Advisory","07 May 2021","24 Aug 2021"
"Critical","CVE-2019-20444, CVE-2019-20445, CVE-2020-11612, CVE-2020-7238, CVE-2018-1000850, CVE-2020-29368, CVE-2020-29661, CVE-2020-35519, CVE-2021-23133, CVE-2021-23134, CVE-2021-27364, CVE-2021-27365, CVE-2021-28660, CVE-2021-29154, CVE-2021-32399, CVE-2021-33034, CVE-2021-33200, CVE-2021-3347, CVE-2021-3444, CVE-2020-29573, CVE-2021-27568, CVE-2019-10173, CVE-2021-21341, CVE-2021-21342, CVE-2021-21343, CVE-2021-21344, CVE-2021-21345, CVE-2021-21346, CVE-2021-21347, CVE-2021-21348, CVE-2021-21349, CVE-2021-21350, CVE-2021-21351, CVE-2021-29505, CVE-2020-14372, CVE-2020-25632, CVE-2020-25647, CVE-2020-27779, CVE-2021-20233, CVE-2021-31535, CVE-2021-20305, CVE-2020-27619, CVE-2020-27828, CVE-2021-3156","DSA-2021-162: Dell EMC ECS Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","23 Aug 2021","23 Aug 2021"
"High","CVE-2020-29566, CVE-2020-28368, CVE-2020-27670, CVE-2020-29130, CVE-2020-29571, CVE-2020-29484, CVE-2020-25723, CVE-2020-27671, CVE-2020-25684, CVE-2020-25687, CVE-2020-25681, CVE-2020-25686, CVE-2020-25685, CVE-2020-25683, CVE-2020-25682, CVE-2019-19906, CVE-2019-14834","DSA-2021-165: Dell EMC NetWorker Virtual Edition (NVE) Security Update for Multiple Third-Party  Components","Advisory","06 Aug 2021","18 Aug 2021"
"Critical","See Advisory.","DSA-2021-171: Dell EMC Unisphere Central Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","17 Aug 2021","17 Aug 2021"
"Medium","CVE-2021-2161, CVE-2021-2163, CVE-2021-2432","DSA-2021-166: Dell EMC NetWorker Runtime Environment (NRE) Security Update for Multiple Java SE Vulnerabilities","Advisory","06 Aug 2021","17 Aug 2021"
"High","CVE-2020-25696, CVE-2020-25695, CVE-2020-14349, CVE-2020-14577, CVE-2020-14579, CVE-2020-14578, CVE-2020-14581, CVE-2020-14556, CVE-2020-14621, CVE-2020-14593, CVE-2020-14583, CVE-2020-14664","DSA-2021-169: Dell EMC Data Protection Advisor (DPA) Security Update for Multiple Third-Party Vulnerabilities","Advisory","11 Aug 2021","11 Aug 2021"
"High","CVE-2020-14372, CVE-2020-25632, CVE-2020-25647, CVE-2020-27749, CVE-2020-27779, CVE-2021-20225, CVE-2021-20233","DSA-2021-140: Dell EMC Cloud Tiering Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","04 Aug 2021","11 Aug 2021"
"High","CVE-2021-27793, CVE-2021-27792, CVE-2021-27791, CVE-2021-27790, CVE-2021-27789, CVE-2021-3449, CVE-2020-11023, CVE-2020-11022, CVE-2020-15388, CVE-2020-15386, CVE-2020-15383, CVE-2020-1971, CVE-2020-1967, CVE-2019-11479, CVE-2018-6449","DSA-2021-102: Dell EMC Connectrix B-Series Security Update for a Fabric OS Vulnerability","Advisory","26 Jul 2021","10 Aug 2021"
"Critical","See Advisory.","DSA-2021-159: Dell EMC VxRail Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","06 Aug 2021","06 Aug 2021"
"High","See Advisory.","DSA-2021-157 Dell EMC VxRail Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","04 Aug 2021","04 Aug 2021"
"Critical","See Advisory.","DSA-2021-090: Dell VxRail Appliance Security Update for Multiple Vulnerabilities","Advisory","10 May 2021","04 Aug 2021"
"High","CVE-2020-13692, CVE-2020-11022","DSA-2020-262: Dell NetWorker Security Update for Multiple Vulnerabilities","Advisory","17 Nov 2020","04 Aug 2021"
"Critical","CVE-2021-21985, CVE- 2021-21510, CVE-2021-21986, CVE-2021-21994, CVE-2021-1368, CVE-2021-21995, CVE-2020-24511, CVE-2020-12358, CVE-2020-12360, CVE-2020-24486, CVE-2020-26198, CVE-1999-0170","DSA-2021-149: Dell EMC PowerFlex rack Security Update for Multiple Third-party Component Vulnerabilities","Advisory","02 Aug 2021","03 Aug 2021"
"N/A","CVE-2021-36276","Additional Information Regarding DSA-2021-152: Dell Client Platform Security Update for an Insufficient Access Control Vulnerability in the Dell DBUtilDrv2.sys Driver","Informational","29 Jul 2021","02 Aug 2021"
"High","CVE-2020-24511, CVE-2020-12358, CVE-2020-12360, CVE-2020-24486, CVE-2020-26198","DSA-2021-148: Dell PowerFlex Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","07 Jul 2021","30 Jul 2021"
"High","CVE-2020-26190","DSA-2020-234: Dell EMC VxRail Appliance Security Update for Improper Authentication Vulnerability","Advisory","06 Nov 2020","30 Jul 2021"
"High","See Advisory.","DSA-2021-151: Dell Security Management Server Security Update for Multiple Jetty Vulnerabilities","Advisory","14 Jul 2021","28 Jul 2021"
"High","See Advisory.","DSA-2021-155:  Dell EMC VxRail Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","27 Jul 2021","27 Jul 2021"
"N/A","The CVE IDs are listed in the table below.","Dell CSI Drivers and Operator False Positive Security Vulnerabilities","Informational","21 Jul 2021","23 Jul 2021"
"Low","CVE-2021-25690","DSA-2021-150: Dell Wyse ThinOS Security Update for a vulnerability in PCoIP client SDK component.","Advisory","14 Jul 2021","21 Jul 2021"
"Critical","CVE-2021-21564, CVE-2021-21584, CVE-2021-21585, CVE-2021-21596","DSA-2021-113: Dell OpenManage Enterprise and Dell OpenManage Enterprise-Modular Security Update for Multiple Vulnerabilities","Advisory","15 Jul 2021","19 Jul 2021"
"Critical","See advisory.","DSA-2021-135: Dell SRM and Dell Storage Monitoring and Reporting (SMR) Security Update for Multiple Third-party Component Vulnerabilities","Advisory","15 Jul 2021","19 Jul 2021"
"Critical","","DSA-2021-143: Dell Data Protection Central Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","08 Jul 2021","15 Jul 2021"
"Medium","CVE-2021-21539, CVE-2021-21540, CVE-2021-21541, CVE-2021-21542, CVE-2021-21543, CVE-2021-21544","DSA-2021-122: Dell Data Domain Security Update for Multiple Vulnerabilities","Advisory","08 Jul 2021","15 Jul 2021"
"High","CVE-2021-0144","DSA-2021-146: Dell Client Platform Security Update for Intel® BIOS Shared SW Architecture (BSSA) Design for Test (DFT) Feature","Advisory","08 Jul 2021","13 Jul 2021"
"High","CVE-2021-21586, CVE-2021-21587","DSA-2021-137: Dell Wyse Management Suite (WMS) Security Update for Multiple Vulnerabilities","Advisory","06 Jul 2021","06 Jul 2021"
"High","CVE-2021-1051, CVE-2021-1052, CVE-2021-1053, CVE-2021-1054, CVE-2021-1055","DSA-2021-107: Dell Client Platform Security Update Security Advisory for Nvidia GPU Graphics Driver Vulnerabilities","Advisory","04 Jun 2021","02 Jul 2021"
"Medium","CVE-2021-21588","DSA-2021-138: Dell PowerFlex Security Update for a Cross-Site WebSocket Hijacking in WebUI/Presentation Server Vulnerability","Advisory","01 Jul 2021","01 Jul 2021"
"Medium","CVE-2021-21589, CVE-2021-26937, CVE-2021-23239, CVE-2021-21590, CVE-2021-21591, CVE-2020-15999, CVE-2020-1720, CVE-2020-26116, CVE-2020-1971, CVE-2020-1968, CVE-2020-12723, CVE-2020-10878, CVE-2020-10543, CVE-2020-25692, CVE-2020-14344, CVE-2020-8625, CVE-2020-1968, CVE-2020-15166, CVE-2020-8177, CVE-2020-5208, CVE-2020-26154, CVE-2020-25219, CVE-2020-7217, CVE-2020-7216, CVE-2019-18903, CVE-2019-18902, CVE-2019-12779, CVE-2019-9893, CVE-2019-6465, CVE-2019-11068, CVE-2019-5068, CVE-2019-18634, CVE-2019-20386, CVE-2019-3842, CVE-2019-17006, CVE-2019-11745, CVE-2019-8331, CVE-2019-11358, CVE-2019-14866, CVE-2019-9705, CVE-2019-9704, CVE-2019-14834, CVE-2019-13139, CVE-2019-5188, CVE-2019-7665, CVE-2019-20807, CVE-2019-13565, CVE-2019-13057, CVE-2019-7150, CVE-2019-17595, CVE-2019-17594, CVE-2019-15903, CVE-2019-9517, CVE-2019-13050, CVE-2019-20919, CVE-2019-3690, CVE-2019-3688, CVE-2019-20907, CVE-2019-9923, CVE-2019-1010180, CVE-2019-6128, CVE-2019-7663, CVE-2018-19210, CVE-2018-17000, CVE-2018-18384, CVE-2018-10906, CVE-2018-18585, CVE-2018-18508, CVE-2018-5745, CVE-2018-5743, CVE-2018-20482, CVE-2018-15688, CVE-2018-18312, CVE-2018-5740, CVE-2018-14600, CVE-2018-14599, CVE-2018-14598, CVE-2018-14567, CVE-2018-14404, CVE-2018-9251, CVE-2018-18584, CVE-2018-11759, CVE-2018-8046, CVE-2018-5730, CVE-2018-5729, CVE-2018-16868, CVE-2018-20843, CVE-2018-18521, CVE-2018-18520, CVE-2018-1000654, CVE-2018-16403, CVE-2018-16062, CVE-2018-18310, CVE-2017-7613, CVE-2017-7612, CVE-2017-17740, CVE-2017-7611, CVE-2017-7610, CVE-2017-7608, CVE-2017-7607, CVE-2017-12627, CVE-2017-15107, CVE-2015-9251, CVE-2008-3144, CVE-2008-3143, CVE-2008-3142","DSA-2021-139: Dell Unity, Dell UnityVSA, and Dell Unity XT Security Update for Multiple Vulnerabilities","Advisory","30 Jun 2021","01 Jul 2021"
"High","CVE-2021-0326","DSA-2021-132: Dell Hybrid Client Security Update for a wpa_supplicant Vulnerability","Advisory","29 Jun 2021","30 Jun 2021"
"Medium","CVE-2021-21581, CVE-2021-21580, CVE-2021-21579, CVE-2021-21578, CVE-2021-21577, CVE-2021-21576","DSA-2021-133: Dell iDRAC Security Update for Multiple Security Vulnerabilities","Advisory","30 Jun 2021","30 Jun 2021"
"Medium","CVE-2021-3517, CVE-2021-3518","DSA-2021-136: Dell Command | Monitor Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","18 Jun 2021","29 Jun 2021"
"Critical","","DSA-2021-129: Dell EMC PowerStore Family Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","14 Jun 2021","25 Jun 2021"
"Medium","CVE-2021-21552","DSA-2021-096: Dell Wyse Windows Embedded System Security Update for an Improper Authorization Vulnerability","Advisory","04 May 2021","18 Jun 2021"
"High","See Advisory.","DSA-2021-130: Dell Security Management Server Security Update for Multiple PostgreSQL Vulnerabilities","Advisory","16 Jun 2021","17 Jun 2021"
"High","See Advisory.","DSA-2021-127:  Dell VxRail Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","16 Jun 2021","16 Jun 2021"
"Medium","CVE-2021-21539, CVE-2021-21540, CVE-2021-21541, CVE-2021-21542, CVE-2021-21543, CVE-2021-21544, CVE-2020-1971","DSA-2021-094: Dell ECS Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","07 Jun 2021","15 Jun 2021"
"High","CVE-2021-21554, CVE-2021-21557","DSA-2021-121: Dell Client Platform Security Update for BIOS Vulnerabilities","Advisory","08 Jun 2021","11 Jun 2021"
"High","CVE-2021-21554, CVE-2021-21555, CVE-2021-21556, CVE-2021-21557","DSA-2021-103: Dell PowerEdge Server Security Update for BIOS Vulnerabilities","Advisory","04 Jun 2021","11 Jun 2021"
"High","CVE-2021-21507","DSA-2021-017: Dell Networking Security Update for a Weak Password Encryption Vulnerability","Advisory","13 Apr 2021","10 Jun 2021"
"High","CVE-2020-12288, CVE-2020-12289, CVE-2020-12290, CVE-2020-12291, CVE-2020-12292, CVE-2020-12293, CVE-2020-12294, CVE-2020-12295, CVE-2020-12296","DSA-2021-120: Dell Client Platform Security Update for Intel® Thunderbolt™ Controller Vulnerabilities","Advisory","03 Jun 2021","09 Jun 2021"
"Low","CVE-2021-0105","DSA-2021-119: Dell Client Platform Security Update for Intel® ProSet/Wireless WiFi Driver Vulnerability","Advisory","03 Jun 2021","09 Jun 2021"
"Medium","CVE-2021-0102, CVE-2021-0108, CVE-2021-0098, CVE-2021-0112","DSA-2021-118: Dell Client Platform Security Update for Intel Unite® Client for Windows Vulnerabilities","Advisory","03 Jun 2021","09 Jun 2021"
"N/A","CVE-2020-12357, CVE-2020-12358, CVE-2020-12359, CVE-2020-12360, CVE-2020-24486, CVE-2020-24489, CVE-2020-24506, CVE-2020-24507, CVE-2020-24509, CVE-2020-24511, CVE-2020-24512, CVE-2020-24513, CVE-2020-24590, CVE-2020-0589, CVE-2020-8670, CVE-2020-8703, CVE-2021-0095","DSN-2021-003: June 2021 Intel Platform Update (IPU) 2021.1 and Additional Intel Security Advisories: Impact on Dell Products","Notice","04 Jun 2021","09 Jun 2021"
"Medium","CVE-2021-32015","DSA-2021-078: Dell PowerEdge Server Security Advisory for a Trusted Platform Module (TPM) 1.2 Firmware Vulnerability","Advisory","04 Jun 2021","08 Jun 2021"
"Critical","CVE-2021-21985, CVE-2021-21986","DSA-2021-110: Dell VxRail Appliance Security Update for Multiple VMware Vulnerabilities","Advisory","07 Jun 2021","07 Jun 2021"
"Critical","CVE-2021-21985, CVE-2021-21986","DSA-2021-112: Dell VxRail Appliance Security Update for Multiple VMware Vulnerabilities","Advisory","02 Jun 2021","03 Jun 2021"
"Critical","See Advisory","DSA-2021-111: Dell VxRail Appliance Security Update for Multiple Third-Party Component Vulnerabilities","Advisory","03 Jun 2021","03 Jun 2021"
"High","CVE-2020-24482","DSA-2021-026: Dell Client Platform Security Updates for Intel XMM™ 7360 Cell Modem Vulnerabilities","Advisory","05 Feb 2021","02 Jun 2021"
